City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
307,Tete,MZ,2020-10-25 00:13:03,-16.16,33.59,76.08,64,0,6.46
308,Bhunya,SZ,2020-10-25 00:13:04,-26.55,31.02,61.23,53,10,4.14
309,Marienburg,PL,2020-10-25 00:13:04,54.04,19.03,50.0,100,86,7.52
310,Doba,TD,2020-10-25 00:13:04,8.65,16.85,76.73,71,78,4.05
311,Petropavlovsk-Kamchatskiy,RU,2020-10-25 00:13:05,53.05,158.65,42.8,81,90,4.47
312,Taltal,CL,2020-10-25 00:13:05,-25.4,-70.48,58.12,74,50,5.01
313,Maningrida,AU,2020-10-25 00:13:05,-12.07,134.27,87.78,53,90,6.29
314,Bad Bramstedt,DE,2020-10-25 00:13:05,53.92,9.88,57.0,82,93,1.99
315,Half Moon Bay,US,2020-10-25 00:10:04,37.46,-122.43,68.0,77,1,5.82
316,Kasempa,ZM,2020-10-25 00:13:06,-13.46,25.83,65.07,33,99,4.94
317,Wakkanai,JP,2020-10-25 00:12:56,45.41,141.67,46.4,75,75,21.92
318,Pecanha,BR,2020-10-25 00:13:06,-18.55,-42.56,64.81,100,100,1.41
319,Maracaju,BR,2020-10-25 00:13:06,-21.61,-55.17,77.59,72,21,1.41
320,Huarmey,PE,2020-10-25 00:08:34,-10.07,-78.15,63.36,82,71,7.14
321,Los Llanos De Aridane,ES,2020-10-25 00:08:41,28.66,-17.92,71.6,56,75,8.05
322,Pochutla,MX,2020-10-25 00:13:07,15.74,-96.47,84.2,74,90,4.18
323,Hamilton,US,2020-10-25 00:13:07,39.18,-84.53,48.99,66,1,6.93
324,Olinda,BR,2020-10-25 00:10:32,-8.01,-34.86,80.6,78,75,9.17
325,Lincolnton,US,2020-10-25 00:13:07,35.47,-81.25,72.0,100,40,2.98
326,Sisak,HR,2020-10-25 00:13:08,45.47,16.38,55.99,93,90,5.82
327,Adeje,ES,2020-10-25 00:13:08,28.12,-16.73,69.8,60,20,13.87
328,La Ronge,CA,2020-10-25 00:13:08,55.1,-105.28,24.8,53,75,10.29
329,Chernyshevskiy,RU,2020-10-25 00:13:08,63.01,112.47,24.75,98,97,2.62
330,Rodino,RU,2020-10-25 00:13:08,52.5,80.25,27.54,80,44,13.06
331,Voh,NC,2020-10-25 00:13:09,-20.97,164.7,85.12,54,56,6.49
332,Broken Hill,AU,2020-10-25 00:09:59,-31.95,141.43,50.0,71,40,18.34
333,Lobito,AO,2020-10-25 00:13:09,-12.35,13.55,74.75,83,41,7.99
334,Qaqortoq,GL,2020-10-25 00:13:09,60.72,-46.03,28.4,68,55,2.24
335,Dingle,PH,2020-10-25 00:12:46,11.0,122.67,79.12,83,98,2.21
336,Zambezi,ZM,2020-10-25 00:13:10,-13.54,23.1,66.51,38,77,2.08
337,Lavrentiya,RU,2020-10-25 00:08:17,65.58,-171.0,34.48,86,50,7.76
338,Tecpan,GT,2020-10-25 00:13:10,14.76,-90.99,73.4,64,75,11.41
339,Buchanan,LR,2020-10-25 00:13:10,5.88,-10.05,77.0,94,40,6.22
340,Zomba,MW,2020-10-25 00:13:10,-15.39,35.32,66.07,79,22,6.6
341,Sarkand,KZ,2020-10-25 00:13:10,45.41,79.92,33.22,73,38,4.25
342,Manokwari,ID,2020-10-25 00:13:11,-0.87,134.08,84.61,64,99,1.07
343,Daru,PG,2020-10-25 00:13:11,-9.08,143.21,82.9,75,98,8.7
344,Cuiluan,CN,2020-10-25 00:13:11,47.72,128.65,35.26,82,43,6.42
345,Rio Grande,BR,2020-10-25 00:11:22,-32.03,-52.1,69.01,87,59,1.01
346,Olafsvik,IS,2020-10-25 00:13:11,64.89,-23.71,41.29,79,95,41.83
347,Nova Olinda Do Norte,BR,2020-10-25 00:13:11,-3.89,-59.09,75.29,96,100,2.86
348,Graciano Sanchez,MX,2020-10-25 00:13:12,23.92,-99.28,87.8,48,5,11.41
349,Kodinsk,RU,2020-10-25 00:13:12,58.69,99.18,27.3,96,82,3.02
350,Laguna,US,2020-10-25 00:13:12,38.42,-121.42,71.6,52,1,11.41
351,Saint-Georges,GD,2020-10-25 00:13:12,12.06,-61.75,82.4,78,20,11.41
352,Rocha,UY,2020-10-25 00:13:12,-34.48,-54.33,59.14,97,9,3.47
353,Cap Malheureux,MU,2020-10-25 00:13:13,-19.98,57.61,69.01,90,28,5.99
354,Kokuy,RU,2020-10-25 00:12:08,52.2,117.55,31.66,92,14,1.99
355,Fairbanks,US,2020-10-25 00:13:13,64.84,-147.72,30.99,73,90,2.44
356,Lichinga,MZ,2020-10-25 00:13:13,-13.31,35.24,64.02,68,12,4.43
357,Sexsmith,CA,2020-10-25 00:13:13,55.35,-118.79,19.4,48,20,9.17
358,Thessalon,CA,2020-10-25 00:13:13,46.25,-83.57,35.6,80,90,8.72
359,Sorland,NO,2020-10-25 00:13:14,67.67,12.69,42.42,75,13,21.18
360,Aksu,CN,2020-10-25 00:13:14,41.12,80.26,42.98,51,45,1.23
361,Saint-Pierre,RE,2020-10-25 00:09:07,-21.34,55.48,68.0,56,0,6.93
362,Balad,IQ,2020-10-25 00:13:14,34.02,44.15,65.66,26,0,4.18
363,Columbus,US,2020-10-25 00:12:16,39.96,-83.0,48.0,70,90,4.7
364,Mount Isa,AU,2020-10-25 00:08:49,-20.73,139.5,77.0,38,0,13.87
365,Malanje,AO,2020-10-25 00:13:15,-9.54,16.34,66.4,97,100,2.24
366,Moose Factory,CA,2020-10-25 00:09:56,51.26,-80.61,32.0,92,90,11.41
367,Fukue,JP,2020-10-25 00:13:16,32.69,128.84,60.8,67,20,9.17
368,Jinxiang,CN,2020-10-25 00:13:16,27.43,120.61,62.42,73,94,7.7
369,Tobol,KZ,2020-10-25 00:13:16,52.68,62.58,42.87,92,68,11.59
370,Severnyy,RU,2020-10-25 00:08:19,50.68,36.55,50.0,93,99,6.71
371,Dudinka,RU,2020-10-25 00:13:17,69.41,86.18,14.0,92,75,11.18
372,Seymchan,RU,2020-10-25 00:13:17,62.88,152.43,31.17,95,98,4.5
373,Manavalakurichi,IN,2020-10-25 00:13:17,8.13,77.3,78.8,83,20,10.25
374,San Felipe,VE,2020-10-25 00:13:17,10.34,-68.74,73.56,91,89,1.07
375,Portland,US,2020-10-25 00:12:38,45.52,-122.68,51.01,53,75,19.46
376,Waipawa,NZ,2020-10-25 00:08:45,-41.41,175.52,64.4,82,23,21.92
377,Igarka,RU,2020-10-25 00:13:18,67.47,86.58,11.12,96,95,12.84
378,Magadan,RU,2020-10-25 00:13:18,59.57,150.8,38.68,79,100,12.48
379,Noumea,NC,2020-10-25 00:09:02,-22.28,166.46,86.0,54,75,10.29
380,Hami,CN,2020-10-25 00:13:18,42.8,93.45,42.24,62,43,7.7
381,Akyab,MM,2020-10-25 00:13:19,20.15,92.9,78.55,88,97,7.92
382,Vila,PT,2020-10-25 00:13:19,42.03,-8.16,55.99,93,99,18.01
383,Tonantins,BR,2020-10-25 00:13:19,-2.87,-67.8,80.71,68,68,2.26
384,Nichinan,JP,2020-10-25 00:13:19,31.6,131.37,55.4,71,0,6.93
385,Altay,CN,2020-10-25 00:09:53,47.87,88.12,21.24,82,6,2.86
386,Rapid City,US,2020-10-25 00:09:53,44.08,-103.23,21.2,85,90,12.75
387,Roald,NO,2020-10-25 00:13:20,62.58,6.13,50.0,66,100,13.87
388,Andrasesti,RO,2020-10-25 00:13:20,44.57,27.13,59.0,51,100,8.37
389,Iquique,CL,2020-10-25 00:10:47,-20.22,-70.14,62.6,77,90,13.87
390,Mar Del Plata,AR,2020-10-25 00:13:21,-38.0,-57.56,61.0,100,90,5.82
391,Rabo De Peixe,PT,2020-10-25 00:13:21,37.8,-25.58,66.2,93,75,19.46
392,Semiletka,RU,2020-10-25 00:13:21,55.36,54.62,43.07,93,91,9.71
393,Aksay,RU,2020-10-25 00:13:21,47.26,39.87,60.8,93,75,8.95
394,Aden,YE,2020-10-25 00:08:41,12.78,45.04,82.81,63,1,11.81
395,Auki,SB,2020-10-25 00:13:22,-8.77,160.7,87.57,63,2,3.38
396,Bilibino,RU,2020-10-25 00:13:22,68.05,166.44,20.95,88,1,1.86
397,Bonthe,SL,2020-10-25 00:13:22,7.53,-12.51,78.19,83,100,3.78
398,Saint-Leu,RE,2020-10-25 00:13:22,-21.15,55.28,68.0,56,0,5.82
399,Najran,SA,2020-10-25 00:13:23,17.49,44.13,60.8,25,0,3.36
400,Verkhnetulomskiy,RU,2020-10-25 00:13:23,68.61,31.8,32.0,98,75,2.24
401,Brits,ZA,2020-10-25 00:13:07,-25.63,27.78,68.0,64,24,3.36
402,Kasane,BW,2020-10-25 00:13:23,-17.82,25.15,69.85,34,39,5.03
403,Shemonaikha,KZ,2020-10-25 00:13:23,50.63,81.91,27.81,90,24,10.18
404,Victor Harbor,AU,2020-10-25 00:13:24,-35.57,138.62,55.0,66,92,1.01
405,Cassia,BR,2020-10-25 00:13:24,-20.58,-46.92,66.18,93,92,2.1
406,Ayapel,CO,2020-10-25 00:13:24,8.31,-75.14,76.51,92,92,4.74
407,Bar,UA,2020-10-25 00:13:24,49.08,27.68,49.42,94,100,6.89
408,Coquimbo,CL,2020-10-25 00:11:20,-29.95,-71.34,55.4,82,90,9.17
409,Saint-Francois,FR,2020-10-25 00:13:25,46.42,3.91,46.0,100,77,4.7
410,Huaibei,CN,2020-10-25 00:13:25,33.97,116.79,59.0,50,92,1.01
411,Boda,CF,2020-10-25 00:13:25,4.32,17.47,70.21,94,100,3.2
412,Otorohanga,NZ,2020-10-25 00:13:25,-38.18,175.2,71.01,60,42,5.01
413,Xining,CN,2020-10-25 00:13:25,36.62,101.77,43.97,63,93,1.72
414,Soria,ES,2020-10-25 00:13:25,41.67,-2.67,48.0,86,83,5.01
415,Toledo,ES,2020-10-25 00:13:26,39.83,-4.0,55.0,65,18,8.88
416,Skvyra,UA,2020-10-25 00:13:26,49.73,29.67,50.59,93,100,8.23
417,Tutoia,BR,2020-10-25 00:13:26,-2.76,-42.27,81.01,81,30,12.84
418,Lima,PE,2020-10-25 00:09:11,-12.04,-77.03,64.4,77,75,10.29
419,Longonjo,AO,2020-10-25 00:13:26,-12.91,15.25,65.39,67,82,2.01
420,Mitu,CO,2020-10-25 00:13:24,1.2,-70.17,78.39,71,39,1.48
421,Jamsa,FI,2020-10-25 00:13:27,61.86,25.19,26.6,100,47,3.36
422,Beyla,GN,2020-10-25 00:13:27,8.68,-8.63,67.53,77,32,1.45
423,Isla Aguada,MX,2020-10-25 00:13:27,18.78,-91.47,80.6,88,75,9.17
424,Soyo,AO,2020-10-25 00:09:51,-6.13,12.37,76.95,83,95,7.74
425,Montlucon,FR,2020-10-25 00:13:27,46.33,2.6,52.0,85,68,5.01
426,Ngorongoro,TZ,2020-10-25 00:13:28,-3.24,35.49,54.23,100,53,6.24
427,Salina,US,2020-10-25 00:13:28,38.84,-97.61,39.2,64,90,11.41
428,Freetown,SL,2020-10-25 00:13:28,8.48,-13.23,84.2,70,75,9.17
429,Chor,PK,2020-10-25 00:13:28,25.52,69.77,74.68,46,0,7.9
430,Tefe,BR,2020-10-25 00:13:28,-3.35,-64.71,80.6,78,40,8.05
431,Kaitangata,NZ,2020-10-25 00:13:29,-46.28,169.85,70.57,49,100,12.06
432,Richards Bay,ZA,2020-10-25 00:13:13,-28.78,32.04,69.58,80,0,12.82
433,Walvis Bay,NA,2020-10-25 00:13:29,-22.96,14.51,57.99,87,0,10.29
434,Neiafu,TO,2020-10-25 00:13:29,-18.65,-173.98,77.0,88,90,4.7
435,Mantua,IT,2020-10-25 00:13:29,45.17,10.78,53.01,95,10,3.71
436,Tortosa,ES,2020-10-25 00:08:53,40.81,0.52,57.0,57,0,4.0
437,Visnes,NO,2020-10-25 00:13:29,59.36,5.22,55.99,93,90,26.4
438,Tulum,MX,2020-10-25 00:13:30,20.22,-87.47,82.4,88,75,6.93
439,Demyansk,RU,2020-10-25 00:13:30,57.64,32.47,42.13,89,97,2.46
440,Pyaozerskiy,RU,2020-10-25 00:13:30,65.83,31.17,31.57,96,97,5.79
441,Sovetskiy,RU,2020-10-25 00:13:30,61.36,63.58,24.64,97,100,8.66
442,Calabozo,VE,2020-10-25 00:13:30,8.92,-67.43,75.45,93,42,0.89
443,Port-Gentil,GA,2020-10-25 00:13:30,-0.72,8.78,78.8,88,40,10.29
444,Roma,US,2020-10-25 00:11:31,43.21,-75.46,44.6,70,90,9.17
445,Lahaina,US,2020-10-25 00:13:31,20.88,-156.68,91.4,52,40,16.11
446,Bonavista,CA,2020-10-25 00:13:31,48.65,-53.11,48.99,87,100,15.01
447,Ossora,RU,2020-10-25 00:13:31,59.24,163.07,41.29,74,100,9.73
448,Zyryanka,RU,2020-10-25 00:11:25,65.75,150.85,17.51,94,0,8.05
449,Viborg,DK,2020-10-25 00:13:31,56.45,9.4,54.0,93,100,10.29
450,Beloha,MG,2020-10-25 00:13:32,-25.17,45.05,67.98,86,95,6.64
451,Matagami,CA,2020-10-25 00:13:32,49.75,-77.63,26.6,100,90,10.29
452,Westlock,CA,2020-10-25 00:13:32,54.15,-113.87,23.0,49,90,10.29
453,Ambon,ID,2020-10-25 00:10:49,-3.7,128.18,86.0,74,20,2.24
454,Ivanava,BY,2020-10-25 00:13:32,52.15,25.54,46.63,94,0,6.82
455,Natal,BR,2020-10-25 00:12:00,-5.79,-35.21,77.0,88,40,5.82
456,Amarpur,IN,2020-10-25 00:13:32,25.03,86.9,70.09,65,0,5.21
457,Ust-Nera,RU,2020-10-25 00:13:33,64.57,143.2,18.72,91,82,3.78
458,Kollam,IN,2020-10-25 00:13:33,8.88,76.6,78.8,83,20,6.4
459,Vilhena,BR,2020-10-25 00:13:33,-12.74,-60.15,70.86,97,97,10.51
460,Agadez,NE,2020-10-25 00:13:33,19.75,10.25,69.49,21,0,11.81
461,Nemuro,JP,2020-10-25 00:13:33,43.32,145.57,50.0,61,20,13.87
462,Saintes,FR,2020-10-25 00:13:33,45.67,-0.75,57.2,71,0,17.22
463,Adrar,MR,2020-10-25 00:13:34,20.5,-10.07,88.3,12,100,5.82
464,Kieta,PG,2020-10-25 00:13:34,-6.22,155.63,86.92,62,84,5.39
465,Sakakah,SA,2020-10-25 00:13:34,29.97,40.21,64.4,18,0,3.36
466,Port Hawkesbury,CA,2020-10-25 00:13:34,45.62,-61.35,53.6,93,90,6.93
467,Mizan Teferi,ET,2020-10-25 00:13:35,6.98,35.58,60.89,86,0,3.11
468,Broome,US,2020-10-25 00:13:35,42.25,-75.83,44.01,69,90,10.29
469,Salinopolis,BR,2020-10-25 00:13:36,-0.61,-47.36,80.11,80,57,10.38
470,Tateyama,JP,2020-10-25 00:10:05,34.98,139.87,64.99,63,75,12.75
471,Kailua,US,2020-10-25 00:13:37,21.4,-157.74,87.8,58,75,6.93
472,San Jose,US,2020-10-25 00:09:46,37.34,-121.89,72.0,49,1,6.93
473,Coahuayana,MX,2020-10-25 00:08:52,18.73,-103.68,80.6,83,40,11.41
474,Ilhabela,BR,2020-10-25 00:13:37,-23.78,-45.36,71.22,85,100,5.46
475,Alvand,IR,2020-10-25 00:13:37,36.32,49.17,47.16,57,0,2.91
476,Havelock,US,2020-10-25 00:13:38,34.88,-76.9,73.99,77,1,4.7
477,Ati,TD,2020-10-25 00:13:38,13.22,18.34,83.28,17,24,13.89
478,Newcastle,AU,2020-10-25 00:12:40,-32.93,151.78,60.8,93,90,17.22
479,Mana,GF,2020-10-25 00:13:38,5.66,-53.78,81.81,78,61,12.17
480,Necochea,AR,2020-10-25 00:13:38,-38.55,-58.74,60.01,83,20,8.99
481,Tautira,PF,2020-10-25 00:13:39,-17.73,-149.15,86.0,66,75,8.05
482,Nuuk,GL,2020-10-25 00:13:39,64.18,-51.72,26.6,73,19,10.29
483,Jamkhed,IN,2020-10-25 00:13:39,18.74,75.31,75.96,77,97,1.34
484,Lianran,CN,2020-10-25 00:13:39,24.92,102.48,57.0,100,0,6.71
485,Billings,US,2020-10-25 00:13:40,45.78,-108.5,17.01,78,75,17.22
486,Augustow,PL,2020-10-25 00:13:40,53.84,22.98,46.94,95,64,6.17
487,Bridlington,GB,2020-10-25 00:13:40,54.08,-0.19,48.2,93,100,3.36
488,Fiumicino,IT,2020-10-25 00:13:40,41.77,12.23,57.0,93,0,2.24
489,Namibe,AO,2020-10-25 00:13:40,-15.2,12.15,67.87,82,68,5.1
490,Gizo,SB,2020-10-25 00:13:40,-8.1,156.84,84.45,74,8,10.07
491,Warmbad,NA,2020-10-25 00:13:41,-28.45,18.73,69.42,25,32,7.45
492,Kismayo,SO,2020-10-25 00:13:41,-0.36,42.55,79.59,81,78,11.65
493,Vardo,NO,2020-10-25 00:13:41,70.37,31.11,39.22,74,100,19.1
494,Mackay,AU,2020-10-25 00:13:41,-21.15,149.2,86.0,74,75,11.41
495,Rio Muerto,MX,2020-10-25 00:13:42,27.42,-110.23,95.0,26,20,11.41
496,El Rosario,MX,2020-10-25 00:13:42,24.26,-107.18,87.01,77,0,8.01
497,Sisimiut,GL,2020-10-25 00:13:42,66.94,-53.67,22.68,89,0,13.35
498,San Borja,BO,2020-10-25 00:13:42,-14.82,-66.85,86.94,49,46,3.36
499,Shieli,KZ,2020-10-25 00:13:42,44.17,66.75,38.89,63,33,6.87
500,Sao Miguel Do Tapuio,BR,2020-10-25 00:13:43,-5.5,-41.32,83.07,50,38,6.82
501,Tual,ID,2020-10-25 00:13:43,-5.67,132.75,82.89,73,87,4.09
502,Kroya,ID,2020-10-25 00:13:43,-7.63,109.25,72.0,84,100,4.36
503,Khani,GE,2020-10-25 00:13:43,41.96,42.96,48.2,93,0,8.05
504,Namatanai,PG,2020-10-25 00:13:43,-3.67,152.43,85.96,64,18,1.25
505,Sharkan,RU,2020-10-25 00:13:43,57.3,53.87,39.99,95,64,8.59
506,Uruguaiana,BR,2020-10-25 00:13:44,-29.75,-57.09,78.8,74,0,8.79
507,Gazanjyk,TM,2020-10-25 00:13:44,39.24,55.52,55.62,40,0,6.98
508,Codrington,AU,2020-10-25 00:13:44,-38.27,141.97,50.88,66,69,20.11
509,Churapcha,RU,2020-10-25 00:12:08,62.0,132.43,8.37,95,37,3.29
510,Pokhara,NP,2020-10-25 00:09:08,28.23,83.98,64.0,26,0,4.65
511,Baruun-Urt,MN,2020-10-25 00:13:45,46.68,113.28,33.98,82,87,6.13
512,Urla,TR,2020-10-25 00:13:45,38.32,26.76,59.0,100,0,2.24
513,Jijiga,ET,2020-10-25 00:13:45,9.35,42.8,60.82,52,15,3.02
514,Vanimo,PG,2020-10-25 00:08:59,-2.67,141.3,82.33,79,91,2.19
515,Wadi,IN,2020-10-25 00:13:45,17.07,76.98,72.79,79,0,2.35
516,Santiago De Cao,PE,2020-10-25 00:13:46,-7.96,-79.24,61.86,87,32,11.07
517,Kuytun,RU,2020-10-25 00:13:46,54.34,101.5,31.33,94,100,19.84
518,Palmer,US,2020-10-25 00:13:46,42.16,-72.33,55.4,62,20,12.75
519,Luau,AO,2020-10-25 00:13:47,-10.71,22.22,67.87,83,46,3.74
520,Saint Anthony,US,2020-10-25 00:13:47,45.02,-93.22,30.99,50,1,3.36
521,Clarence Town,AU,2020-10-25 00:13:47,-32.58,151.78,61.0,93,90,17.22
522,Mastic Beach,US,2020-10-25 00:13:47,40.77,-72.85,60.01,62,20,10.29
523,Mwinilunga,ZM,2020-10-25 00:13:39,-11.74,24.43,63.9,45,87,1.86
524,Luanda,AO,2020-10-25 00:09:23,-8.84,13.23,77.0,78,75,6.93
525,Terra Santa,BR,2020-10-25 00:13:48,-2.1,-56.49,83.57,45,92,2.75
526,Watertown,US,2020-10-25 00:13:48,42.37,-71.18,57.99,67,1,13.87
527,Homer,US,2020-10-25 00:10:50,59.64,-151.55,51.8,53,40,6.93
528,Husavik,IS,2020-10-25 00:13:48,66.04,-17.34,41.0,80,90,18.34
529,Mykolayivka,UA,2020-10-25 00:13:49,47.54,30.76,57.6,64,100,5.86
530,Mtwara,TZ,2020-10-25 00:13:49,-10.27,40.18,77.36,78,60,6.42
531,Guaca,CO,2020-10-25 00:13:49,6.88,-72.86,69.8,100,40,8.05
532,Morden,CA,2020-10-25 00:11:32,49.19,-98.1,26.6,58,90,5.82
533,Develi,TR,2020-10-25 00:13:49,38.39,35.49,44.6,52,0,2.24
534,Nanyamba,TZ,2020-10-25 00:13:50,-10.68,39.83,72.68,89,85,2.62
535,Belmonte,BR,2020-10-25 00:13:50,-15.86,-38.88,77.0,78,40,8.05
536,Canavieiras,BR,2020-10-25 00:13:50,-15.68,-38.95,75.18,88,73,7.63
537,Bairiki,KI,2020-10-25 00:13:50,1.33,172.98,84.2,66,20,8.05
538,Mykhaylivka,UA,2020-10-25 00:13:50,47.27,35.22,53.01,93,100,4.47
539,Ewa Beach,US,2020-10-25 00:13:51,21.32,-158.01,84.2,70,1,9.17
540,Egvekinot,RU,2020-10-25 00:13:51,66.32,-179.17,24.37,96,16,7.05
541,Aasiaat,GL,2020-10-25 00:13:51,68.71,-52.87,16.23,97,69,11.39
542,Quatre Cocos,MU,2020-10-25 00:13:51,-20.21,57.76,69.8,94,75,11.41
543,Wagar,SD,2020-10-25 00:13:51,16.15,36.2,84.76,39,9,9.1
544,Shaunavon,CA,2020-10-25 00:13:51,49.65,-108.42,10.11,94,100,7.9
545,Nijar,ES,2020-10-25 00:13:52,36.97,-2.21,57.2,82,0,6.93
546,Karratha,AU,2020-10-25 00:13:52,-20.74,116.85,73.29,61,0,9.82
547,Togul,RU,2020-10-25 00:13:52,53.47,85.91,25.2,90,78,7.43
548,Port Augusta,AU,2020-10-25 00:13:52,-32.5,137.77,57.2,62,75,14.99
549,Buluang,PH,2020-10-25 00:13:52,13.31,123.34,80.29,86,100,4.61
550,Westport,US,2020-10-25 00:13:52,41.14,-73.36,57.0,80,74,12.91
551,Juegang,CN,2020-10-25 00:13:53,32.32,121.19,61.0,99,25,2.66
552,Okha,RU,2020-10-25 00:13:53,53.57,142.95,44.62,87,18,5.26
553,Luganville,VU,2020-10-25 00:13:53,-15.53,167.17,84.2,70,75,10.29
554,Timmins,CA,2020-10-25 00:13:53,48.47,-81.33,26.6,92,75,3.36
555,Birjand,IR,2020-10-25 00:13:54,32.87,59.22,41.0,48,0,6.93
556,Palora,EC,2020-10-25 00:13:54,-1.7,-77.93,69.8,88,40,4.7
557,Mubi,NG,2020-10-25 00:13:54,10.27,13.26,74.48,33,33,1.79
558,Brodowski,BR,2020-10-25 00:13:54,-20.98,-47.66,71.6,88,75,3.74
559,Colquechaca,BO,2020-10-25 00:13:54,-18.67,-66.02,42.55,84,14,5.5
560,Kenai,US,2020-10-25 00:13:54,60.55,-151.26,48.2,74,90,17.22
561,Port Hardy,CA,2020-10-25 00:13:55,50.7,-127.42,46.4,45,5,14.99
562,Mosetse,BW,2020-10-25 00:13:55,-20.75,26.65,74.55,33,0,13.62
563,Lichuan,CN,2020-10-25 00:13:55,30.3,108.85,49.06,62,8,2.21
564,Quelimane,MZ,2020-10-25 00:10:50,-17.88,36.89,69.13,94,0,3.29
565,Mantenopolis,BR,2020-10-25 00:09:08,-18.86,-41.12,69.15,98,100,3.87
566,Brejo,BR,2020-10-25 00:13:55,-3.68,-42.75,76.86,87,83,5.32
567,Muli,MV,2020-10-25 00:13:55,2.92,73.57,82.38,78,62,10.56
568,Key Largo,US,2020-10-25 00:13:56,25.09,-80.45,81.0,97,73,1.99
569,Bandarbeyla,SO,2020-10-25 00:13:56,9.49,50.81,75.49,82,87,3.47
570,Tolbazy,RU,2020-10-25 00:13:56,54.02,55.88,46.4,87,90,6.71
571,Bowen,AU,2020-10-25 00:13:56,-20.02,148.23,78.8,78,75,4.7
572,Batsfjord,NO,2020-10-25 00:14:00,70.63,29.72,35.83,83,99,13.91
573,Wagga Wagga,AU,2020-10-25 00:12:36,-35.12,147.37,53.01,100,100,10.29
574,Hayden,US,2020-10-25 00:14:00,47.77,-116.79,28.99,58,90,12.75
